artist_id,mbtag
AR1ABAO1187FB531E1,heavy metal
AR1ABAO1187FB531E1,classic pop and rock
AR1ABAO1187FB531E1,rock
AR1CB5G1187B9AFB8E,british
AR1CB5G1187B9AFB8E,rock
AR1CB5G1187B9AFB8E,electronica
AR1CB5G1187B9AFB8E,electronic
AR1CB5G1187B9AFB8E,arena rock
AR1CB5G1187B9AFB8E,progressive rock
AR1CB5G1187B9AFB8E,uk
AR1CB5G1187B9AFB8E,english
AR1CB5G1187B9AFB8E,classic pop and rock
AR1CB5G1187B9AFB8E,70s
AR1CB5G1187B9AFB8E,80s
AR1CB5G1187B9AFB8E,pop rock
AR1CD5Z1187B98F2C2,jazz and blues
AR1DR0E1187FB48F61,classic pop and rock
AR1DR0E1187FB48F61,folk
AR1GYND1187B9A9CD3,punk
AR1GYND1187B9A9CD3,usa
AR1JD6E1187FB5696C,german
AR1JD6E1187FB5696C,jazz
AR1JD6E1187FB5696C,european
AR1JGQT1187FB56878,cajun
AR1NJEP1187FB4F4C1,rock and indie
AR1NRA91187FB404C3,bhangra
AR1NRA91187FB404C3,punjabi
AR1OBRC1187FB59AD4,black metal
AR1OBRC1187FB59AD4,death metal
AR1OBRC1187FB59AD4,polish
AR1OBRC1187FB59AD4,blackened death metal
AR1OBRC1187FB59AD4,metal
AR1PCLK1187FB5BBFF,soundtrack
AR1PCLK1187FB5BBFF,american
AR1Q25M1187B9B0D73,hip-hop
AR1Q25M1187B9B0D73,american
AR1Q25M1187B9B0D73,hip hop rnb and dance hall
AR1RMYB1187FB5A59E,alternative metal
AR1RMYB1187FB5A59E,alternative rock
AR1RMYB1187FB5A59E,rock
AR1RMYB1187FB5A59E,metal
AR1RMYB1187FB5A59E,funk metal
AR1RMYB1187FB5A59E,american
AR1U3BY1187B9B136F,industrial rock
AR1U3BY1187B9B136F,american
AR1VB2W1187B9901C5,blues
AR1VWD91187FB4CE99,british
AR1VWD91187FB4CE99,english
AR1VWD91187FB4CE99,psychedelic rock
AR1VWD91187FB4CE99,rnb
AR1VWD91187FB4CE99,rock
AR1VWD91187FB4CE99,blues rock
AR1VWD91187FB4CE99,uk
AR1VWD91187FB4CE99,rock and indie
AR1WC0X1187B991056,classic pop and rock
AR1WC0X1187B991056,b00138f5lm
AR1X2H01187B98CCF2,french
AR1XA631187FB57662,neu rave
AR1XA631187FB57662,uk
AR1XA631187FB57662,psychedelic pop
AR1XA631187FB57662,new rave
AR1XA631187FB57662,britannique
AR1XA631187FB57662,british
AR1XA631187FB57662,rock and indie
AR1XR3N1187FB372C5,idm
AR1XR3N1187FB372C5,electronic
AR1XUYS1187B9A44D7,folk
AR1XUYS1187B9A44D7,celtic
AR1ZKBE1187FB53629,german
AR1ZKBE1187FB53629,electronic
AR1ZKBE1187FB53629,synthpop
AR1ZKBE1187FB53629,krautrock
AR1ZKBE1187FB53629,classic pop and rock
AR1ZKBE1187FB53629,electro
AR1ZKBE1187FB53629,european
AR1ZKBE1187FB53629,düsseldorf
AR1ZKBE1187FB53629,techno
AR1ZKBE1187FB53629,rock
AR1ZKBE1187FB53629,industrial
AR1ZYLH1187B98C159,rock and indie
AR1ZYLH1187B98C159,hip hop
AR1ZZOW1187B99BA84,production music
AR202MX1187B9B0383,hip hop rnb and dance hall
AR219DK1187FB4CEFC,trance
AR219DK1187FB4CEFC,electronic
AR219DK1187FB4CEFC,european
AR219DK1187FB4CEFC,german
AR21YNH1187FB49649,rnb
AR21YNH1187FB49649,rap
AR21YNH1187FB49649,hip-hop
AR21YNH1187FB49649,british
AR21YNH1187FB49649,hip hop rnb and dance hall
AR223M11187B9ADDD6,american
AR22KLC1187B98E812,finnish
AR23C041187FB4D534,rap
AR23C041187FB4D534,hip-hop
AR23C041187FB4D534,hip hop rnb and dance hall
AR23SSG1187FB3AC75,mandarin
AR23SSG1187FB3AC75,taiwanese
AR23SSG1187FB3AC75,chinese
AR25WM21187FB461B3,soundtrack composer
AR25WM21187FB461B3,french
AR25WM21187FB461B3,production music
AR27XEH1187FB4EC83,french
AR2B8ON1187FB58456,czechoslovakia
AR2D0XK1187B98EC4A,english
AR2D0XK1187B98EC4A,production music
AR2EBRG1187B9B07C8,norwegian
AR2EO6H1187B9A3B92,easy listening soundtracks and musicals
AR2EO6H1187B9A3B92,composer
AR2FAMK1187FB4CF60,hardcore punk
AR2FAMK1187FB4CF60,alternative rock
AR2FAMK1187FB4CF60,rock
AR2FAMK1187FB4CF60,american
AR2FAMK1187FB4CF60,punk rock
AR2FAMK1187FB4CF60,rock and indie
AR2FAMK1187FB4CF60,punk
AR2FAMK1187FB4CF60,usa
AR2FSX31187B98E3EF,puerto rican
AR2G8SU1187FB4A871,jazz and blues
AR2H1J41187FB5C640,american
AR2H1J41187FB5C640,video game
AR2H1J41187FB5C640,soundtrack
AR2H1J41187FB5C640,film composer
AR2H1J41187FB5C640,singer
AR2H1J41187FB5C640,lyricist
AR2H1J41187FB5C640,united states
AR2HFII1187FB378BC,dutch
AR2HXXS1187B9AF3E2,classic pop and rock
AR2L2GV11C8A42C818,production music
AR2NJG71187FB5203E,bristol
AR2NJG71187FB5203E,rock and indie
AR2NJG71187FB5203E,drum and bass
AR2NJG71187FB5203E,british
AR2S6UD1187B9B944F,favorite argentinian
AR2SGQW1187B9B9E7C,hip hop rnb and dance hall
AR2SMD91187B9B0582,ska
AR2SMD91187B9B0582,punk
AR2SMD91187B9B0582,american
AR2UQQ51187B9AC816,classic pop and rock
AR2UQQ51187B9AC816,folk
AR2VLIP1187B99F897,american
AR2VLIP1187B99F897,deathcore
AR2VLIP1187B99F897,metal
AR2VLIP1187B99F897,metalcore
AR2VLIP1187B99F897,melodic death metal
AR2W4T81187FB410A7,british
AR2W4T81187FB410A7,psychedelic rock
AR2W4T81187FB410A7,hard rock
AR2W4T81187FB410A7,rock
AR2W4T81187FB410A7,progressive rock
AR2W4T81187FB410A7,blues rock
AR2W4T81187FB410A7,uk
AR2W4T81187FB410A7,english
AR2W4T81187FB410A7,soft rock
AR2W4T81187FB410A7,classic pop and rock
AR2XBPG1187B98FCBE,folk
AR2XBPG1187B98FCBE,irish folk
AR2XBPG1187B98FCBE,irish
AR2XBPG1187B98FCBE,the best
AR2XI6G1187B9AE7DA,hip hop rnb and dance hall
AR336PG1187FB3DC6E,progressive rock
AR336PG1187FB3DC6E,uk
AR336PG1187FB3DC6E,british
AR336PG1187FB3DC6E,english
AR336PG1187FB3DC6E,rock and indie
AR342K51187B98B571,classical
AR342K51187B98B571,french
AR342K51187B98B571,european
AR35YUO1187B9AD83E,uk
AR35YUO1187B9AD83E,scottish
AR35YUO1187B9AD83E,british
AR35YUO1187B9AD83E,classic pop and rock
AR3752L1187FB4B67E,boston
AR3752L1187FB4B67E,punk
AR3752L1187FB4B67E,usa
AR3793X1187FB50CB3,rock
AR3793X1187FB50CB3,blues
AR3793X1187FB50CB3,british
AR3793X1187FB50CB3,classic pop and rock
AR3793X1187FB50CB3,rock blues
AR37ILI1187B98E27B,english
AR37ILI1187B98E27B,classic pop and rock
AR37K6O1187B9AD049,blues
AR37XMN1187B9AC408,classic pop and rock
AR392MV1187FB3C3FE,american
AR392MV1187FB3C3FE,pop
AR3AIEI1187B992D8D,american
AR3AIEI1187B992D8D,opera
AR3AIEI1187B992D8D,mezzo-soprano
AR3DLBB1187B98F3DF,country
AR3DLBB1187B98F3DF,american
AR3DYAD1187FB3964E,folk
AR3DYAD1187FB3964E,country
AR3DYAD1187FB3964E,classical
AR3DYAD1187FB3964E,jazz
AR3DYAD1187FB3964E,american
AR3FE581187FB3F90A,hip hop rnb and dance hall
AR3GE071187B9A6D71,folk
AR3J4WZ1187B9B17ED,french
AR3J4WZ1187B9B17ED,eurovision
AR3J4WZ1187B9B17ED,yé-yé
AR3J4WZ1187B9B17ED,pop
AR3JMC51187B9AE49D,american
AR3JMC51187B9AE49D,pop
AR3JMC51187B9AE49D,boy band
AR3JMC51187B9AE49D,boy group
AR3JMC51187B9AE49D,pop and chart
AR3KGPQ1187FB53C84,american
AR3KGPQ1187FB53C84,los angeles
AR3KGPQ1187FB53C84,rock and indie
AR3KGPQ1187FB53C84,grunge
AR3LA671187FB567E4,idm
AR3LA671187FB567E4,electronica
AR3LA671187FB567E4,australian
AR3LA671187FB567E4,electronic
AR3LA671187FB567E4,electro-jazz
AR3MSAN1187B98F06B,funk
AR3MSAN1187B98F06B,southern hip-hop
AR3MSAN1187B98F06B,experimental
AR3MSAN1187B98F06B,alternative hip-hop
AR3MSAN1187B98F06B,hip hop rnb and dance hall
AR3MSAN1187B98F06B,hip-hop
AR3MSAN1187B98F06B,american
AR3NPVS1187FB5108F,uk
AR3NPVS1187FB5108F,british
AR3NPVS1187FB5108F,english
AR3NPVS1187FB5108F,dance and electronica
AR3P1NA1187FB44B9E,uk
AR3P1NA1187FB44B9E,british
AR3P1NA1187FB44B9E,english
AR3P1NA1187FB44B9E,dance and electronica
AR3PN3R1187FB4CEBD,classic pop and rock
AR3Q48J1187FB55278,rock and indie
AR3Q86S1187B9ADDCF,new age
AR3Q86S1187B9ADDCF,ethnic electronica
AR3Q86S1187B9ADDCF,ambient
AR3Q86S1187B9ADDCF,world
AR3Q86S1187B9ADDCF,electronic
AR3QRJ91187B98E4C2,french
AR3QRJ91187B98E4C2,european
AR3QRJ91187B98E4C2,rock and indie
AR3SPD91187B9B63E3,spanish
AR3SPD91187B9B63E3,rock
AR3TG3X1187FB4D577,digital hardcore
AR3TG3X1187FB4D577,german
AR3TG3X1187FB4D577,hardcore punk
AR3TG3X1187FB4D577,gabber
AR3TG3X1187FB4D577,industrial
AR3TG3X1187FB4D577,breakcore
AR3TG3X1187FB4D577,electropunk
AR3TG3X1187FB4D577,european
AR3TG3X1187FB4D577,punk
AR3TG3X1187FB4D577,germany
AR3TG3X1187FB4D577,berlin
AR3TG3X1187FB4D577,electro
AR3TG3X1187FB4D577,hardcore techno
AR3THYK1187B999F1F,brazilian
AR3THYK1187B999F1F,south american
AR3THYK1187B999F1F,brazilian classics player
AR3TITY1187B99E790,hip hop rnb and dance hall
AR3USQW1187FB4A90D,contemporary christian
AR3USQW1187FB4A90D,ccm
AR3USQW1187FB4A90D,gospel
AR3ZV061187FB3C821,danish
AR40GSU1187FB3AA01,rock
AR40GSU1187FB3AA01,pop
AR40GSU1187FB3AA01,american
AR40GSU1187FB3AA01,classic pop and rock
AR46CAD1187FB4D84B,usa
AR46CAD1187FB4D84B,american
AR46CAD1187FB4D84B,punk rock
AR46CAD1187FB4D84B,punk
AR46CAD1187FB4D84B,hardcore punk
AR46CAD1187FB4D84B,epitaph
AR46CAD1187FB4D84B,atlantic
AR46CAD1187FB4D84B,classic hardcore punk
AR46CAD1187FB4D84B,melodic hardcore
AR46CAD1187FB4D84B,classic punk
AR46CAD1187FB4D84B,américain
AR46CAD1187FB4D84B,rock and indie
AR46CAD1187FB4D84B,california punk
AR46CAD1187FB4D84B,california
AR49IQD1187FB37EA7,x
AR49REC1187B9AFDF4,production music
AR4B3RX1187B9A868A,easy listening soundtracks and musicals
AR4BDNG1187FB44870,uk
AR4BDNG1187FB44870,british
AR4BDNG1187FB44870,english
AR4BDNG1187FB44870,classic pop and rock
AR4C6V01187FB3BAF4,black metal
AR4C6V01187FB3BAF4,portuguese
AR4C6V01187FB3BAF4,gothic metal
AR4C6V01187FB3BAF4,metal
AR4CG3B1187FB5B861,punk
AR4CG3B1187FB5B861,usa
AR4CG3B1187FB5B861,california
AR4CG3B1187FB5B861,san francisco
AR4EQ231187B99368F,pop and chart
AR4GAFY1187B9B639D,jazz and blues
AR4GAFY1187B9B639D,live
AR4GAFY1187B9B639D,blues
AR4GAFY1187B9B639D,urban blues
AR4GAFY1187B9B639D,electric blues
AR4GJ3V1187FB4245B,hip hop rnb and dance hall
AR4L4WQ1187FB51996,electronic
AR4L4WQ1187FB51996,british
AR4L4WQ1187FB51996,big beat
AR4L4WQ1187FB51996,techno
AR4L4WQ1187FB51996,hardcore
AR4L4WQ1187FB51996,uk
AR4L4WQ1187FB51996,electropunk
AR4L4WQ1187FB51996,braintree
AR4L4WQ1187FB51996,dance and electronica
AR4L4WQ1187FB51996,breakbeat hardcore
AR4L4WQ1187FB51996,dance-punk
AR4L4WQ1187FB51996,electro
AR4L4WQ1187FB51996,dance
AR4L4WQ1187FB51996,2005
AR4L4WQ1187FB51996,britannique
AR4L4WQ1187FB51996,electronica
AR4L4WQ1187FB51996,english
AR4L4WQ1187FB51996,alternative rock
AR4L4WQ1187FB51996,rave
AR4L4WQ1187FB51996,industrial
AR4NREB1187B9AEDAC,classic pop and rock
AR4OMY81187B9B31E7,rock and indie
AR4PCIG1187B98D07D,singer-songwriter
AR4PCIG1187B98D07D,slide guitar
AR4PCIG1187B98D07D,american
AR4PQ891187FB5CA9F,american
AR4PQ891187FB5CA9F,soft rock
AR4PQ891187FB5CA9F,rnb
AR4PQ891187FB5CA9F,rock
AR4PQ891187FB5CA9F,pop
AR4PQ891187FB5CA9F,adult contemporary
AR4PQ891187FB5CA9F,soul
AR4PQ891187FB5CA9F,urban
AR4PQ891187FB5CA9F,quiet storm
AR4PQ891187FB5CA9F,classic pop and rock
AR4R0741187FB39AF2,classic pop and rock
AR4R0741187FB39AF2,punk
AR4R0741187FB39AF2,london
AR4R0741187FB39AF2,uk
AR4R0741187FB39AF2,england
AR4R1FL1187FB55C3B,canadian
AR4R1FL1187FB55C3B,disco-punk
AR4R1FL1187FB55C3B,electronic
AR4R1FL1187FB55C3B,rock n roll
AR4SOKG1187B98D2B0,german
AR4SOKG1187B98D2B0,neue deutsche welle
AR4SOKG1187B98D2B0,ndw
AR4TLW81187B99683D,american
AR4TLW81187B99683D,folk
AR4W5GR1187FB51F7E,mexican
AR4W5GR1187FB51F7E,durango
AR4W5GR1187FB51F7E,mexicanos
AR4W5GR1187FB51F7E,duranguense
AR4W9EZ1187B99282A,blues
AR4WHYC1187B9896E7,alternative hip-hop
AR4WHYC1187B9896E7,progressive hip-hop
AR4WHYC1187B9896E7,american
AR4WHYC1187B9896E7,hip-hop
AR4WHYC1187B9896E7,hip hop rnb and dance hall
AR52EZT1187B9900BF,rnb
AR52EZT1187B9900BF,neo soul
AR52EZT1187B9900BF,soul
AR52EZT1187B9900BF,hip hop rnb and dance hall
AR52EZT1187B9900BF,united states
AR52EZT1187B9900BF,singer
AR52EZT1187B9900BF,american
AR52EZT1187B9900BF,pianist
AR531IG1187FB59B35,blues
AR531IG1187FB59B35,blues rock
AR557N41187FB3E67F,via mistica
AR557N41187FB3E67F,finnish
AR56CNM1187B99442A,black metal
AR56CNM1187B99442A,american
AR56CNM1187B99442A,metal
AR56P361187B9AC4DB,blues rock
AR56P361187B9AC4DB,hard rock
AR56P361187B9AC4DB,rock
AR57Z841187B9B7D7D,reggae
AR57Z841187B9B7D7D,jamaican
AR57Z841187B9B7D7D,classic pop and rock
AR58JT11187B9AF4CC,classic pop and rock
AR58ZXX1187FB572F2,canadian
AR5DXUU1187B9B0E42,austrian
AR5DXUU1187B9B0E42,pop
AR5DXUU1187B9B0E42,80s
AR5DXUU1187B9B0E42,austropop
AR5DXUU1187B9B0E42,rock and indie
AR5DXUU1187B9B0E42,german
AR5DXUU1187B9B0E42,european
AR5EQRI1187FB41287,latvian
AR5FP401187FB523C9,folk
AR5FP401187FB523C9,american
AR5FP401187FB523C9,rock
AR5FP401187FB523C9,blues
AR5FP401187FB523C9,classic pop and rock
AR5FP401187FB523C9,1960s
AR5FP401187FB523C9,siple twist of fate
AR5FP401187FB523C9,1980s
AR5FP401187FB523C9,1970s
AR5FP401187FB523C9,1990s
AR5FP401187FB523C9,2000s
AR5FP401187FB523C9,1 13 165900 150 7672 22647 34612 48720 59280 74602 87545 95495 107182 131087 141522 153710
AR5FP401187FB523C9,icon
AR5FP401187FB523C9,teater konsert
AR5FP401187FB523C9,folk rock
AR5FP401187FB523C9,country
AR5GMAV1187FB3A8F5,soul and reggae
AR5IHI31187B998618,french
AR5K75Y1187B9B5F7E,mandarin
AR5K75Y1187B9B5F7E,cantonese
AR5K75Y1187B9B5F7E,hong kong
AR5K75Y1187B9B5F7E,chinese
AR5LE4K1187FB4C3BE,classic pop and rock
AR5LE4K1187FB4C3BE,folk
AR5LE4K1187FB4C3BE,blues
AR5M4GN1187FB3F2F6,folk
AR5MK521187B98E0B8,new wave
AR5MK521187B98E0B8,english
AR5MK521187B98E0B8,uk
AR5MK521187B98E0B8,synthpop
AR5MK521187B98E0B8,classic pop and rock
AR5MK521187B98E0B8,electronic
AR5MK521187B98E0B8,british
AR5N8VN1187FB37A4E,grunge
AR5N8VN1187FB37A4E,alternative rock
AR5N8VN1187FB37A4E,alternative metal
AR5N8VN1187FB37A4E,rock
AR5N8VN1187FB37A4E,american
AR5N8VN1187FB37A4E,metal
AR5O6W51187FB46984,german
AR5O6W51187FB46984,electronic
AR5O6W51187FB46984,european
AR5O6W51187FB46984,hip hop rnb and dance hall
AR5O6W51187FB46984,dance
AR5O6W51187FB46984,90s
AR5OH1V1187FB574C3,rock
AR5OH1V1187FB574C3,blues rock
AR5OH2Z1187B9A46A9,hard rock
AR5OH2Z1187B9A46A9,protopunk
AR5OH2Z1187B9A46A9,punk rock
AR5OH2Z1187B9A46A9,garage rock
AR5OH2Z1187B9A46A9,shock rock
AR5OH2Z1187B9A46A9,rock
AR5OH2Z1187B9A46A9,glam rock
AR5OH2Z1187B9A46A9,american
AR5OH2Z1187B9A46A9,classic pop and rock
AR5OH2Z1187B9A46A9,usa
AR5U94U1187FB5CDCF,folk
AR5ZGC11187FB417A3,classic pop and rock
AR5ZVJ91187B99083A,belgian
AR5ZVJ91187B99083A,european
AR5ZVJ91187B99083A,alternative rock
AR5ZVJ91187B99083A,dance
AR5ZVJ91187B99083A,rock
AR5ZVJ91187B99083A,indie rock
AR5ZVJ91187B99083A,dance and electronica
AR62SOJ1187FB47BB5,hip hop rnb and dance hall
AR633SY1187B9AC3B9,american
AR633SY1187B9AC3B9,alternative rock
AR633SY1187B9AC3B9,power pop
AR633SY1187B9AC3B9,rock
AR633SY1187B9AC3B9,geek rock
AR633SY1187B9AC3B9,usa
AR633SY1187B9AC3B9,nerd rock
AR633SY1187B9AC3B9,rock and indie
AR633SY1187B9AC3B9,américain
AR633SY1187B9AC3B9,weezer
AR63RWN1187FB3E89A,blues
AR64H7U1187B990997,ndw
AR64H7U1187B990997,german
AR65K7A1187FB4DAA4,hip hop rnb and dance hall
AR65K7A1187FB4DAA4,rnb
AR65K7A1187FB4DAA4,pop
AR681HS1187FB5BBFE,jazz
AR681HS1187FB5BBFE,american
AR6892W1187B9AC71B,alternative rock
AR6892W1187B9AC71B,british
AR6892W1187B9AC71B,indie rock
AR6892W1187B9AC71B,britannique
AR6892W1187B9AC71B,rock and indie
AR6892W1187B9AC71B,uk
AR6892W1187B9AC71B,rock
AR68V7Z1187B9A2FCA,polka
AR6AGJV1187FB504BA,new age
AR6AGJV1187FB504BA,japanese
AR6AGJV1187FB504BA,instrumental
AR6AGJV1187FB504BA,japan
AR6AGJV1187FB504BA,ambient
AR6AGJV1187FB504BA,electronic
AR6BHP31187FB365E1,blues
AR6BUYW1187B98E221,blues
AR6CFZ71187B99AE5B,post-hardcore
AR6CFZ71187B99AE5B,southern rock
AR6CFZ71187B99AE5B,rock
AR6CFZ71187B99AE5B,american
AR6CLFP1187B9ACB94,dance and electronica
AR6F6I21187FB5A3AA,hip hop
AR6F6I21187FB5A3AA,american
AR6F6I21187FB5A3AA,hip hop rnb and dance hall
AR6F6I21187FB5A3AA,us
AR6F6I21187FB5A3AA,hiphop
AR6F6I21187FB5A3AA,new york
AR6F6I21187FB5A3AA,alternative hip hop
AR6F6I21187FB5A3AA,usa
AR6F6I21187FB5A3AA,long island
AR6F6I21187FB5A3AA,rap
AR6FCPE1187B992B06,ndw
AR6FCPE1187B992B06,german
AR6FS351187B9892B7,scottish
AR6FS351187B9892B7,british
AR6FS351187B9892B7,uk
AR6FS351187B9892B7,new romantic
AR6FS351187B9892B7,pop
AR6FS351187B9892B7,classic pop and rock
AR6FS351187B9892B7,punk
AR6G4V01187B9AD086,stoner rock
AR6G4V01187B9AD086,american
AR6G4V01187B9AD086,hard rock
AR6G4V01187B9AD086,rock
AR6G4V01187B9AD086,rock and indie
AR6G4V01187B9AD086,alternative rock
AR6GJDZ1187B991E46,rock
AR6GJDZ1187B991E46,latin
AR6GJDZ1187B991E46,pop
AR6I54S1187FB48C6B,country
AR6I54S1187FB48C6B,folk
AR6JVK31187FB58FE3,italian
AR6JVK31187FB58FE3,one-hit wonder
AR6JVK31187FB58FE3,european
AR6KB411187FB40C09,neue deutsche welle
AR6KB411187FB40C09,ndw
AR6KB411187FB40C09,german
AR6PJ8R1187FB5AD70,colombian
AR6PJ8R1187FB5AD70,classic pop and rock
AR6PJ8R1187FB5AD70,español
AR6PJ8R1187FB5AD70,colombia
AR6PJ8R1187FB5AD70,alternative
AR6QQY41187B990574,classic pop and rock
